originaltimestamp,uuid,yourname,originalmeetingdate,meetingcode,issueid,meetingname,structure,structurecounty,structuredistrict,status,issuedistrict,community,category,raisedby,disputant,duration,actionplancommittee,actionplandescription,actionplannotes,ongoing_resolved,resolutiondate,report_ongoing,googledocs,resolution,updatetype,resolutiontype,updatedate,updatedescription,mediationdate,mediationoutcome,issuedescription,issuename,issuenotes,statusnotes,referraldate,referredto,referralnote
42579,2016-03-CS-LO-00267,Abbas Mahvash,42440,2016-03-CS-LO,00267,"March, 2016 Lofa CSC",CSC,Lofa,Zorzor,Security concern,Zorzor,Zorzor & Salayea Districts,Public Health and Safety,DSC,,,Zorzor DSC Communication Committee,"Zorzor DSC will elevate this case to the Lofa CSC | Mar. 18 - 30, 2016",,,42559,Resolved,,Zorzor DSC in collaboration with the Lofa CSC met and discussed citizens concerns with the hospital administration. The hospital has resolve on adhering to the plight of the people thus resolving the issue. Resolution conference was held in March 2016.,,Mediated by the structure,42491,"Referral was not done; instead, DSC had meeting with the hospital authorities and efforts are on the way to resolve the sticky issues.",,,Zorzor and Salayea citizens have alleged that the Curran Lutheran Hospital in Zorzor has engaged in over charging patients for services they render while they Zorzor & Salayea Citizens have made it possible through their Law Markers for said health facility to be receiving government subsidies for public health services since there is no government hospital in the two districts. ,Curran Lutheran Hospital overcharging,,,,,
42500,2016-03-CS-LO-00268,Abbas Mahvash,42440,2016-03-CS-LO,00268,"March, 2016 Lofa CSC",CSC,Lofa,Zorzor,Security concern,Zorzor,Zorzor District,Government Corruption,DSC,,,Zorzor DSC Communication Committee & DSC Chair,"Zorzor DSC will elevate this case to the Lofa CSC | Mar. 18 - 30, 2016",,,42461,Resolved,,"Referral was not done; instead, DSC Chair had meeting with the Superintendent, ratification were made and the issue has been resolved.",General Update,Mediated by the structure,42491,"Referral was not done; instead, DSC Chair had meeting with the Superintendent, ratification were made and the issue has been resolved.",,,Many towns and villages in Zorzor District have protested and complained of Chinese with survey equipment present in their communities  - believed to be doing mineral prospecting without their knowledge and consent. ,Chinese illegal mineral prospecting in Zorzor,,,,,
42579,2016-03-CF-ZO-00269,Abbas Mahvash,42440,2016-03-CF-ZO,00269,"March, 2016 Lofa CF",CF,Lofa,Zorzor,Security concern,Zorzor,Wakesu and Kpassagizia,Internal Border,CF,,,Konia CF Mediation Committee ,"Follow up and mediation conference will be held to resolve the dispute | Mar. 11 - 30,  2016 ",,,42559,Resolved,,"A big settlement conference was held in Konia Town on June 27, 2016 to resolve the issue. The sticky issues were addressed and the matter in now  resolved.   ",,Mediated by the structure,42491,Follow up was done but mediation has not yet been held; arrangements for the holding of the conference are ongoing.,,,Wakesu and Kpassagizia are contesting their boundary demarcation - with each side claiming the boundary to be at a point that is opposed by the other. ,Wakesu v Kpassagizia boundary dispute,,,,,
42579,2016-03-DS-ZO-00270,Abbas Mahvash,42440,2016-03-DS-ZO,00270,"March, 2016 Lofa DSC",DSC,Lofa,Zorzor,Threat of violence,Zorzor,Giziboigai,Violence,CF,Names not disclosed,,Konia CF Communication Committee & Zorzor DSC Intervention Committee,"Konia CF will this case to the Zorzor DSC; Zorzor DSC will approach the Guinea national to advise him to desist or else action will be taken against him | Mar. 11 - 30, 2016",,,42559,Resolved,,Giziboigai chiefs and elders pursue the issue nearly six months ago but the perpetrator escaped to Guinea thereby bringing the threat to an end. ,,Mediated by the community themselves,42491,"Konia CF elevated the case to the DSC; the perpetrator escaped to Guinea a month and a half ago. Since his escape, situations are relatively calm and BIN Officers have even been deployed in that part of the district. Currently, the situation appears to be resolved.",,,A Guinean national who is a husband to a citizen of Giziboigai has engaged in threatening to kill his wife or burn the town of Giziboigai & escape for reasons that were not disclosed. The names of the two parties (husband and wife) were not disclosed. The violence occurred in a community called Giziboigai.,Domestic violence in Giziboigai,,A man threatened to kill his wife or burn the town.,,,
42500,2016-03-CF-ZO-00271,Abbas Mahvash,42440,2016-03-CF-ZO,00271,"March, 2016 Lofa CF",CF,Lofa,Zorzor,Security concern,Zorzor,Zeayeamai Clain,Government Corruption,CF,Fayia,,Konia CF and the general public,"Konia CF will instruct the general public to search and arrest the culprit | Apr. 1 - 30, 2016",,,42491,Resolved,,The culprit was arrested and transferred to Voinjama Central Prison; culprit is currently behind bar awaiting trial.,,Mediated by the community themselves,,,,,"A man known as Fayia has engaged in collecting money from communities within Zeayemai Clan, Zorzor District, under the pretext of registering them for relief items. Before the situation claimed the attention of the Konia CF, Fayia had already collected $10500 Liberian Dollars from 7 communities within Zeayeamai Clan, with each paying $1500 as registration fees.",Illegal money collection within Zeayeamai Clan,,,,,
42481,2016-03-DS-KP-00272,Jonathan T. Roberts,42433,2016-03-DS-KP,00272,"March, 2016 Bong DSC",DSC,Bong,Kpai,Security concern,Kpaai,Kpaai town & Palala,General Land,CF,James Carmue & the Nyanforkollie family,3,Both the DSC & CF Mediation committee,Meeting the the Nyanforkollie and Mr. Carmue to amicably resolve the issues follow by a massive awareness on the process of buying and selling of land  ,,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B3n-Z7Ei7Z1tMVRlR2NpX1V6T3M,,,,,,,,During the joint monthly structure meeting in Zoewienta it was reported that the nyanforkollie family and one Mr James carmue from Kpaai are in the constant habit of double selling land to people causing conflict.  ,Double sale of Land,,"This issues in on the increase in the district causing conflict, some citizens or owner of land are in the constant habit of double selling of land to more than two person",,,
42481,2016-03-DS-SU-00273,Jonathan T. Roberts,42432,2016-03-DS-SU,00273,"March, 2016 Bong DSC",DSC,Bong,Suakoko,Security concern,Suakoko,"Phebe, Saukoko, SKT & Sinyea",Stealing,DSC,,5,Both DSC & CF mediation & Intervention committee ,Massive community awareness,,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B3n-Z7Ei7Z1tMVRlR2NpX1V6T3M,,,,,,,,During the March monthly structure meeting its was reported that youths that are involve in drugs activities are the want involve in the stealing of cattle etc.,Stealing,,"Sealing is on the increase across the district especially in Phebe, SKT, Saukoko and Sinyea town causing citizens to live in fear.",,,
42481,2016-03-DS-KP-00274,Jonathan T. Roberts,42433,2016-03-DS-KP,00274,"March, 2016 Bong DSC",DSC,Bong,Kpai,Security concern,Kpaai,Zoewienta,Security Services,DSC,,6,The issues were referral to the CSC Intervention Committee,The CSC to rererral this issues to the NSC,During the joint meeting it were reported that there is a need to construct a magisterial court and correction center in the district,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B3n-Z7Ei7Z1tMVRlR2NpX1V6T3M,,,,,,,,During the joint meeting it were reported that there is a need to construct a magisterial court and correction center in the district,Lack of City court,,During the joint meeting it were reported that there is a need to construct a magisterial court and correction center in the district,,,
42481,2016-03-CS-BO-00275,Jonathan T. Roberts,42432,2016-03-CS-BO,00275,"March, 2016 Bong CSC",CSC,Bong,Suakoko,Security concern,Suakoko,"Karyata, Gallah & Balama",General Land,DSC,Kerkula & the Willie family,,Both  DSC & CF Mediation & Intervention committee will address this issues through mediation ,Engaging the disputant to see reason to peacefully settle the disputes ,,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B3n-Z7Ei7Z1tMVRlR2NpX1V6T3M,,,,,,,, According to the report during the meeting that this issues need serious attention based on the fact that the parties involved are in constant violent toward each others,General Land Dispute,,,,,
42478,2016-04-DS-WG-00276,Thomas Q. Suah,42472,2016-04-DS-WG,00276,"April, 2016 Nimba DSC",DSC,Nimba,Wee-Gbehyi-Mahn,Threat of violence,Wee-Gbehyi-Mahn,Gbanquoi,General Land,DSC,,,"George Kerpeah
Darius Borma
Ernest Zehar
D.Gonkawon Karnue",Mediation committee  will proceed to mediate the issue before  may meeting.,,,42618,Resolved,,,,,42472,,42480,,Stephen and Joseph have had major encounter over this land for over five years..DSC members of Wee-Gbeyi District reported that if not addressed will cause violence in the area.,Land dispute between Stephen Borpaye and Joseph Yelekpeh,,May result to violence if not dealt with timely,,,
42479,2016-04-DS-WG-00277,Thomas Q. Suah,42472,2016-04-DS-WG,00277,"April, 2016 Nimba DSC",DSC,Nimba,Wee-Gbehyi-Mahn,Threat of violence,Wee-Gbehyi-Mahn,,Public Health and Safety,DSC,,,"The DSC leadership including Jefferson Gokor,LBP Commander,DEA commander, IN Commander",The DSC leadership will hold awareness raising  meetings to sensitize motor bike riders on the danger of riding without safety gears.,,,,Ongoing,,,,,42472,,42490,,Wee-Gbeyi DSC reported that  commercial motor bike riders in the district are seen without using safety gears and are very violent in the approach to the LNP when ever their bikes are arrested for violations. This has caused many lives to be lost and injuries sustained by travellers. ,Increase in motor bike accidents in Wee-Gbeyi District.,Are the motor bike riders trained and licensed by the LNP?I think it will wise to provide training for riders and have the properly licensed by GOL. ,The has  been increase in motor bike accidents in the district due to failure on the part of   riders to adhere to safety rules ,,,
42479,2016-04-DS-WG-00278,Thomas Q. Suah,42472,2016-04-DS-WG,00278,"April, 2016 Nimba DSC",DSC,Nimba,Wee-Gbehyi-Mahn,Security concern,Wee-Gbehyi-Mahn,Nyao,General Land,CF,David L. Lornyean and Joseph Yeekpeh,5,The F-CF mediation team including Otis Yeaney and other members,The issue has been referred to the DSC.,,,42618,Resolved,,,,,42472,,42487,,"There exists disagreement over a parcel of land in Nyao town between  David and Joseph. Joseph and his family members have refused to allow the Fleedin CF mediation committee to intervene or visit the site of confusion. 
The F-CF has therefore referred the issue to the DSC after making several attempts to resolve the issue..",Land Dispute betwee David L. Larnyean and Joseph Yeekpeh,,This land dispute needs  to be addressed immediately  by the DSC mediation committee since  it has the potential to erupt into violence as a result of the involvement of several inpatient  youths of the community.,,,
42479,2016-04-CF-WG-00279,Thomas Q. Suah,42472,2016-04-CF-WG,00279,"April, 2016 Nimba CF",CF,Nimba,Wee-Gbehyi-Mahn,Threat of violence,Yarmein,,Public Health and Safety,CF,,,F-CF mediation committee members,F-CF referred to this issue to DSC,,,42618,Resolved,,,,,42472,,42480,,"F-CF has reported constant mob violence in the district especially in  Ganquoi,Blapa Lorseh camp and Yeeganp as a result of drugs abuse by young people. in those towns.","Increase in Mob violence in Gbanquoi,Lorseh CampBlapa,Yeeganpa and Beagonpa.",,,,,
42479,2016-04-CF-WG-00280,Thomas Q. Suah,42472,2016-04-CF-WG,00280,"April, 2016 Nimba CF",CF,Nimba,Wee-Gbehyi-Mahn,Long-term issue,Wee-Gbehyi-Mahn,As mentioned above,Infrastructure,CF,,,F-CF mediation committee members,The issue has been referred to the DSC for prompt redress.,,,42618,Resolved,,,,,42495,,42480,,Several communities in Wee-Gbeyi District have never experienced the presence of vehicle in their towns due to lack of road to connect their villages to other communities. The F-CF reported this as a concerns  because couple of pregnant women have died or delivered  while in route on  foot to the nearby clinic.,"Lack of motor road in the especially Beagonpa,Kpowin,Nyasin Old Town",,,,,
42682,2016-04-DS-BY-00281,Thomas Q. Suah,42467,2016-04-DS-BY,00281,"April, 2016 Nimba DSC",DSC,Nimba,Buu-Yao,Long-term issue,Buu-Yao,Bahn & Butuo,Infrastructure,DSC,,,The DSC intervention committee will take on the task to refer the issue to CSC.,The B-DSC will refer this issue to the CSC with recommendation that the Nimba  County road machines be deployed in the region to do the road.,,,,Ongoing,,,,Other,42480,,42495,,"Bu-Yao DSC reported that the road linking Bahn and Butuo is in a deplorable condition. It stressed that if nothing is done about the road before the rain sets in, goods and services will denied the people of the entire district  thereby leading to starvation and sicknesses.",Bad road between Bahn and Butou,,"As the rain draws nearer, citizens and commuters on the Bahn-Butuo road are worried about difficulties they will phase  if nothing is done about reconditioning said road before the rain sets in by June or July.",,,
42479,2016-04-DS-BY-00282,Thomas Q. Suah,42467,2016-04-DS-BY,00282,"April, 2016 Nimba DSC",DSC,Nimba,Buu-Yao,Long-term issue,Buu-Yao,Butuo,Public Health and Safety,DSC,,,The B-DSC intervention Committee will ensure that this issue is elevated to the CSC promptly.,The plan of action is that the DSC has referred this issue to the CSC with recommendation that the Nimba County Health Team helps to repair the ambulance.,,,42618,Resolved,,,,,42467,,42506,,"Butuo Clinic had since been  elevated to Health Centre status and its patient intake has increased immensely but lacks means of transferring critical patients to the Zoe-Geh Medical Centre in New Glalay town.
The UNDP donated ambulance is down mechanically, no money to repair it.",Lack of ambulance  at Butuo Health Center ,,,,,
42479,2016-04-DS-BY-00283,Thomas Q. Suah,42467,2016-04-DS-BY,00283,"April, 2016 Nimba DSC",DSC,Nimba,Buu-Yao,Security concern,Buu-Yao,Bu-Yao District,Security Services,DSC,,,B-DSC Intervention Committee members are instructed by the DSC leadership to refer this issue to the CSC.,DSC Intervention Committee will refer the issue to the CSC in Sanniquellie.,,,42618,Resolved,,,,,42467,,42467,,Crime rate has increased in Bu-Yao District as a result of limited access  to justice. There are only two police in the entire  Bu-Yao belt of the county thereby posing serious security threats to citizens.,Limited access to justice,,,,,
42479,2016-04-CF-GB-00284,Thomas Q. Suah,42461,2016-04-CF-GB,00284,"April, 2016 Nimba CF",CF,Nimba,Garr-Bain,Security concern,Garr-Bain,Ganta,Security Services,CF,,,Ganta CF Intervention Committee members,The action plan committee has referred the issue to the DSC with recommendation that community leaders encourage CWF members in their community to keep watch at night as community volunteers. ,,,42618,Resolved,,,,,42461,,42496,,"Ganta CF members from Toweh Yard and Gehpa communities  reported that there is a high level of theft of personal properties and burglary affecting  people  of the community. For the  last two  weeks(March 15-April 1 ) ,there had been attacks of several homes but there has thankfully been no casualties. ",Increase in criminal rate,,,,,
42479,2016-04-CF-GB-00285,"Thomas Q,.Suah",42461,2016-04-CF-GB,00285,"April, 2016 Nimba CF",CF,Nimba,Garr-Bain,Long-term issue,Garr-Bain,Ganta,Public Health and Safety,CF,,,Ganta CF intervention Community members.,The Ganta CF Intervention Committee members  will  hold meeting with LPMC community leaders to strategize ways and means through which they can collectively engage local NGOs in water and sanitation  business in Ganta.,,,,Ongoing,,,,,42461,,42495,,Ganta CF members from the LPMC community reported dwellers of the aforesaid community are drinking  from creeks thereby posing serious  health hazard for children and the elderly.,Limited access to save drinking water in LPMC community,,,,,
42479,2016-04-CF-GB-00286,"Thomas Q,.Suah",42461,2016-04-CF-GB,00286,"April, 2016 Nimba CF",CF,Nimba,Garr-Bain,Security concern,Garr-Bain,Congo and LPMC communities,Public Health and Safety,CF,,,The Ganta CF Intervention Committee members,Referred to DSC,,,,Ongoing,,,,,42461,,42495,,Ganta CF members from the Congo and LPMC communities reported that young people in those communities are engaged in selling and smoking marijuana thereby leading to breech of public peace and security in the area ,Drugs abuse by youths in the Congo and LPMC communities in Ganta,,,,,
42479,2016-04-DS-KB-00287,"Thomas Q,.Suah",42473,2016-04-DS-KB,00287,"April, 2016 Nimba DSC",DSC,Nimba,Kparblee,Long-term issue,Kparblee,Behwallay & Gblor-Diala,Infrastructure,DSC,,,The K-DSC Intervention Committee members.,Referred to CSC,,,42618,Resolved,,,,,42473,,42501,,"K-DSC members reported that though the GOL and her international partners have contracted the Graie-Behwallay road, the process will be incomplete if the road works  only stop in Behwallay.The stressed that the road linking Behwallay and Gblor-Diala is very critical to the development and security needs of the district..",Bad road between Behwallay-Gblor-Diala,,,,,
42528,2016-04-DS-SU-00288,Jonathan T. Roberts,42466,2016-04-DS-SU,00288,"April, 2016  DSC",DSC,,Suakoko,Security concern,Suakoko,"SKT, SINYEA, PHEBE  COMMUNITY",Public Health and Safety,DSC,"Drugs user, seller & citizens",10,Both the DSC & CF Intervention & Mediation committee are to create massive communities awareness,The Issues were forwarded to the CSC while  Both the DSC & CF Intervention & Mediation committee are to create massive communities awareness,During the joint structure meeting both the DSC & CF reported the constant used and sale of the above drugs thus causing insecurity to the affected communities. This issues is always flags during the past meetings raising serious security concerns.,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B_Y0RAj_fcxmbm5Vbi0wT0F1U0E,,,,42466,,42466,ongoing,During the joint structure meeting both the DSC & CF reported the constant used and sale of the above drugs thus causing insecurity to the affected communities. This issues is always flags during the past meetings raising serious security concerns.,"Constant Sale & Used of Narcotic drugs (Marijuana, Cocaine etc.)in SKT, Sinyea, Phebe community",,During the joint structure meeting both the DSC & CF reported the constant used and sale of the above drugs thus causing insecurity to the affected communities. This issues is always flags during the past meetings raising serious security concerns. ,,,
42480,2016-04-CS-BO-00289,Jonathan T. Roberts,42466,2016-04-CS-BO,00289,"April, 2016 Bong CSC",CSC,Bong,Kpai,Security concern,Kpaai,"Duta, Palala, Tassah, Gaytayea",Traditional Community,DSC,,12,The issues were referral to the CSC Intervention committee/ Traditional council representative on the CSC ,"Both the DSC & CSC Intervention committee comprising of the County Inspector, Traditional Council Rep. Paramount Chief Rep. are to immediate response",,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B_Y0RAj_fcxmbm5Vbi0wT0F1U0E,,,,,,,,"During the join DSC & CF monthly meeting in Zoewienta it were seriously reported by both the DSC & CF members that there are some individual within the district and community that had bad traditional medicines that are killing people across the district. currently more than 10 people have dis because of this practices, According to the report there are individual that join some secret society that committing the act. This issues was referral to the CSC for possible redress as soon as possible", Harmful Traditional practies,,"During the join DSC & CF monthly meeting in Zoewienta it were seriously reported by both the DSC & CF members that there are some individual within the district and community that had bad traditional medicines that are killing people across the district. currently more than 10 people have dis because of this practices, According to the report there are individual that join some secret society that committing the act. This issues was referral to the CSC for possible redress as soon as possible",,,
42481,2016-04-DS-KP-00290,Jonathan T. Roberts,42467,2016-04-DS-KP,00290,"April, 2016 Bong DSC",DSC,Bong,Kpai,Security concern,Kpaai,"Baila,Saworlor, Palala",Internal Border,CF,Strange movement of people,2,Both DSC & CF Mediation & Intervention committee,Massive communities awareness from April 7-28 2016 in all affected community,,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B_Y0RAj_fcxmbm5Vbi0wT0F1U0E,,,,,,,,During the joint monthly structure meeting it was reported that in various town across Kpai district there are increase of influxes of stranger.,Influxes of Strange people,Both the DSC & CF mediation & Intervention committee will hold massive meeting and awareness on the danger of hosting stranger without knowing or informing town authorities  ,During the joint monthly structure meeting it was reported that in various town across Kpai district there are increase of influxes of stranger.,,,
42481,2016-04-DS-BY-00291,Thgomas Q. suah,42467,2016-04-DS-BY,00291,"April, 2016 Nimba DSC",DSC,Nimba,Buu-Yao,Long-term issue,Buu-Yao,Gblaaarlay,Government Corruption,DSC,,,"Morris Gonlee
Teo Kpahn
John Gongor",Referred to CSC,,,42618,Resolved,,,,,42467,,42495,,"Township Commissioners in Bu-Yao District  do not receive support form Sanniquellie administration ,even though GOL provides funding  to the county yearly. ",Marginalazation of Township Commissioners in Nimba County.,,,,,
42481,2016-04-DS-WG-00292,Thomas Q.Suah,42472,2016-04-DS-WG,00292,"April, 2016 Nimba DSC",DSC,Nimba,Wee-Gbehyi-Mahn,Long-term issue,Wee-Gbehyi-Mahn,Loyee,Security Services,DSC,,,"Augustine  Gbarlea
Marie Yeleyon
Darius Boman",DSC leadership instructs joint security to increase police presence patrol  in Loyee,,,42618,Resolved,,,,,42472,,42473,,"Youths in Loyee town have always resisted police arrest, even if crime is committed by them. The DSC considers this as a serious security threat to peace and security.",Constant attack on police in Loyee,,,,,
42482,2016-04-CF-WG-00293,Thomas Q. Suah,42472,2016-04-CF-WG,00293,"April, 2016 Nimba CF",CF,Nimba,Wee-Gbehyi-Mahn,Security concern,Wee-Gbehyi-Mahn,Guawin,Security Services,CF,,,"George Kerpeah
Darius Bomah
Ernest Zekun",F-CF action plan members will visit Duayee to meet with  town leaders to discuss the issue for possible solution.,,,42618,Resolved,,,,,42472,,42498,,F-CF members from Guawin reported that unknown hunters believed to come from the town of Duayee are in the constant practice of stealing cattle and personal belongings of Guawin farmers. This situation is posing fear in minds of farmers in the area.F-CF members discussed the issue and have set a committee to meet with the leaders of Duayee town on the issue.,Unknown hunters steal farmers belongings in Guawin town,,,,,
42482,2016-04-CF-WG-00294,Thomas Q.Suah,42472,2016-04-CF-WG,00294,"April, 2016 Nimba CF",CF,Nimba,Wee-Gbehyi-Mahn,Threat of violence,Wee-Gbehyi-Mahn,Loyee,Security Services,CF,,,"George Kerpeah
Drius Bomah
 Ernest Zekun",A three man inter vention committee has been set to raise awareness among the people of Loyee about the health hazard the presence of pigs and other cattle pose living among human beings. ,,,42618,Resolved,,,,,42472,,42500,,The ministries  of Health and  Internal Affairs issued  a joint  circular calling on  all pig owners  to take their pig from town for health reasons . The people of  Loyee refused to respect GOL instruction and are still in possession of Pigs in the town threatening that any one who attempts to remove their pigs will face resistance ,Loyee citizens reject GOL instruction ,,,,,
42486,2016-04-DS-GO-00295,Isaiah Kannah,42466,2016-04-DS-GO,00295,"April, 2016 Grand Gedeh DSC",DSC,Grand Gedeh,Gbao,Long-term issue,Gbao,Zleh,Infrastructure,DSC,,10,"Henry Zonwe
Arthur Konsweh
Victoria Teah",This issue has been referred to the CSC with the recommendation that it contact a GSM company and offer options for entry into the District by next month.,"PC will follow-up with CSC to get feedback on negotiation with GSM company.  PC will follow-up with DSC an CF committee members selected for acquiring land at community level.  If these options do not work, we will compile a list of people who can use phones to present data to entice company.  We could also organize a rally to bring phones and demonstrate to GSM representatives the potential for business.",,42618,Resolved,,,,,,,,,"Despite GSM entering Grand Gedeh County 10 years ago, no GSM company or tower has reached Gbao District.  It is recommended that the CSC liaises with a GSM company in Grand Gedeh as the people of Gbao are willing to donate free land for the construction of the towers in 3 locations.  Gbao is very isolated from the rest of the county.",No GSM in Gbao District,Is Gbao District a viable location for GSM?  Are the citizens prepared to provide land?  Has the CSC sent feedback to the DSC about contacting the GSM company.,GSM companies reached Grand Gedeh in 2006. They expanded to a few urban centers in 2010.,,,
42486,2016-04-DS-GO-00296,Isaiah D. Kannah,42466,2016-04-DS-GO,00296,"April, 2016 Grand Gedeh DSC",DSC,Grand Gedeh,Gbao,Security concern,Gbao,Parbor ,International Dispute,DSC,,,"BIN, LNP and DSC chairman ","The  DSC intervention committee to make patrol to the border for fact finding Will be done April 20, 2016",,,42618,Resolved,,,,,,,,,"illegal aliens are crossing by the way of Parbor border in Gbao district Grand Gedeh; the Aliens are mainly Ivorian from the neighboring Ivory Coast.

The  DSC intervention committee to make patrol to the border for fact finding ",Illegal entrance of Aliens through Parbor border in Gbao district,"Have the intervention committee carryout the patrol in Parbor border?
What was the report from the border?",,,,
42487,2016-04-NS-FALSE-00297,Jonathan T. Roberts,42479,2016-04-NS-FALSE,00297,"April, 2016 Bong NSC",NSC,Bong,,Security concern,Fuamah,Fuamah & Sanoyea District,Internal leadership dispute,CSC,Hon. Gorpu G. Barclay & Senator Jewel H. Taylor,5,Both CSC mediation and intervention committee with support from MLDL and the NSC,Settlement conference is needed,NSC along with MLDL should try to meet both leaders separately to see reasons for a peaceful settlement ,,42618,Resolved,https://drive.google.com/drive/u/0/folders/0B_Y0RAj_fcxmbm5Vbi0wT0F1U0E,,,,,,,,"During the CSC meeting its were reported that the both official of government are in serious conflict resulting in denial of citizens their right to the county social development funds, according to the acting superintendent and acting CSC chair, He explain every effort to bring these leaders to settlement have fail",Internal Leadership Dispute,"1. What can be done to bring these two leaders to a settlement conference
2. What is the root cause of the disputes b/w the two leaders
3. What are the citizens saying about the conflict
4. What can be done to settle the conflicts ( way-forward)","During the CSC meeting its were reported that the both official of government are in serious conflict resulting in denial of citizens their right to the county social development funds according  to the acting superintendent and acting CSC chair, He explain every effort to bring these leaders to settlement have fail.  ",,,
42500,2016-03-CS-LO-00298,Abbas Mahvash,42447,2016-03-CS-LO,00298,"March, 2016 Lofa CSC",CSC,Lofa,Voinjama,Security concern,Foya,Solomba,Government Corruption,CSC,,1,Voinjama DSC Intervention Committee & Local Authorities,Remove check point ASAP.,,,42461,Resolved,,Check point has been removed - fear has been alleviated and flow of movement has resumed,General Update,Mediated by the community themselves,,,,,The local authorities of Foya recently established an illegal check point at Solomba for income generation in the wake of strong opposition from county security actors.,Illegal checkpoint at Solomba,,,,,
42579,2016-03-CS-LO-00299,Abbas Mahvash,42447,2016-03-CS-LO,00299,"March, 2016 Lofa CSC",CSC,Lofa,Voinjama,Security concern,Voinjama,Voinjama,International Dispute,CSC,,,Lofa CSC Intervention Committee ,"Arrest and impound vehicle of such category | Mar. 18 - Apr. 30, 2016",,,42555,Resolved,,"Police Officers instituted measures to calm down thereat emulating from such issue. Currently, there are no vehicle plying the streets of Voinjama or Lofa without plate or with tented glasses. ",,Mediated by the structure,42492,General vehicle inspection is currently ongoing within the county; even vehicles with old license plates will be arrested and impounded.,,,It has been widely observed that vehicles believed to have come from Guinea are regularly plying the street of Voinjama without license plate. Those vehicles are often times using dented glasses.,Unidentified vehicles from Guinea in Voinjama,,,,,
42500,2016-03-CS-LO-00300,Abbas Mahvash,42447,2016-03-CS-LO,00300,"March, 2016 Lofa CSC",CSC,Lofa,Voinjama,Security concern,Voinjama,Lofa County,Public Health and Safety,CSC,,,Lofa CSC Communication Committee & LNFS,Conduct public awareness on the media; pass on fire control and regulation messages | Feb. - Apr. 2016,,,42461,Resolved,,"Fire control awareness and regulations have been put into place and fire incidents have subsided, largely due to the presence of rain. ",,Mediated by the structure,,,,,"Five fire incidents occurred in several communities in Lofa County in the month of March alone. Several properties got damaged during those incidents. In one of those five reported incidents, a 36-yr old woman suffered from first degree burnt, and is currently in a critical condition and admitted at the Telewoyan Hospital in Voinjama. ",March 2016 fires in Lofa,,,,,
42579,2016-03-CS-LO-00301,Abbas Mahvash,42447,2016-03-CS-LO,00301,"March, 2016 Lofa CSC",CSC,Lofa,Voinjama,Security concern,Voinjama,Lofa County,International Dispute,CSC,,,Lofa County BIN Deputy Commander ,The CSC through the BIN will follow up with the investigation of the 3 culprits and the well being of the 25 children at the Safe Home in Kakata | ASAP ,,,42555,Resolved,,"The 25 trafficked children have been brought back to Lofa from Kakata and   safely delivered to their respective parents. The culprits are still in Monrovia undergoing further investigation. But as it stands, this issue can now be call a resolved case.",General Update,Mediated by the structure,42492,Central government has put announcement on the radio for parents of the 25 children to go to Kakata to sign and take delivery of their children; the 3 culprits are still undergoing investigation in Monrovia.,,,"Three Liberians hailing from Kolahun District allegedly took 25 children, 20 of whom are under the age 18yrs and the balance 5 between the ages 18yrs and 25yrs. Guinean security authorities arrested all of them in late February and immediately deported them to Liberia through the Konadu Border in Voinjama District, Lofa County. Upon their deportation back to Liberia, security actors further transferred the 20 trafficking victims to the save home run by Save the Children in Kakata, and also referred the 3 culprits to Monrovia for further investigation.  ","Child trafficking in Guechkedou, Guina",,,,,
42509,2016-04-DS-GO-00302,Roselyn P. Mulbah,42466,2016-04-DS-GO,00302,"April, 2016 Grand Gedeh DSC",DSC,Grand Gedeh,Gbao,Security concern,Gbao,Gbayea Town,Infrastructure,DSC,,2,DSC intervention committee.,DSC  intervention committee goes for assessment and report in next meeting. ,,,42618,Resolved,,,,,42466,,42466,, Lack of save drinking water in Gbayea Town.,Lack of save drinking water,,"After the 14 years civil war in Liberia ,lots of INGOs and NGO came to the aid of people in local communities by building hand pumps that helped them.But now most of the NGOs have left the communities ,and most of the hand pumps are now down thus causing lack of drinking water.",,,
42509,2016-04-DS-BH-00303,Sam W. Worloh,42464,2016-04-DS-BH,00303,"April, 2016 Grand Gedeh DSC",DSC,Grand Gedeh,B'hai,Security concern,B'hai,,Security Services,DSC,,2,The mediation and intervention committees members will address this issue.,The DSC is therefore recommending to the CSC for the national government of Liberia to enact into law on drugs that is not bailable. ,,,42618,Resolved,,,,,42464,,42464,,There are lot of people within the community selling illicit drugs and the youth in the community are taking in these drugs on a daily basis in B'hai district. ,The increase of illicit drugs,,,,,
